SEQUENCE_ID,SAMPLE_ID,POPULATION,TYPE,sample_id,Landrace_2,_latitude,_longitude,Unique_code,Sample_date
P2S18ID615.digested.trimmed.fq.gz,P2S18ID615,1,Domestic,615,Nifo,6.133694682,38.20019615,a446d64f-328d-44ec-99b7-8168c2eb51cd,04/04/2018
P2S19ID624.digested.trimmed.fq.gz,P2S19ID624,1,Domestic,624,Touzoma,6.89387132,37.80938956,e7f92550-41dd-4b0e-8c17-0cfea315c92b,09/04/2018
P2S1IDCONTROL.digested.trimmed.fq.gz,P2S1IDCONTROL,5,NA,NA,NA,NA,NA,NA,NA
P2S20ID646.digested.trimmed.fq.gz,P2S20ID646,5,NA,NA,NA,NA,NA,NA,NA
P2S21ID519.digested.trimmed.fq.gz,P2S21ID519,1,Domestic,557,Damala,6.660473443,38.3517995,6f90c7b7-200e-44b8-bbd4-31dd585ed03f,03/04/2018
P2S22ID101.digested.trimmed.fq.gz,P2S22ID101,1,Domestic,383,Gussalo,6.774098423,38.43823972,835c3a82-4e2d-4851-bc81-edafefc6b651,02/04/2018
P2S23ID619.digested.trimmed.fq.gz,P2S23ID619,1,Domestic,619,Halle,6.93446594,37.8372434,4cf5f922-498e-48d9-bd3d-8d30fe63ad02,09/04/2018
P2S24ID556.digested.trimmed.fq.gz,P2S24ID556,1,Domestic,271,Chacho,6.473811523,38.53928269,22fb3814-7b02-48bf-9c94-03d508133cc5,23/03/2018
P2S25ID589.digested.trimmed.fq.gz,P2S25ID589,1,Domestic,589,Dowiramo,6.568908779,38.39673026,3b0624e2-d182-4e96-94eb-55b9af6c699b,06/04/2018
P2S26ID640.digested.trimmed.fq.gz,P2S26ID640,1,Domestic,640,Shallakuma,6.991096137,37.7420115,f16d5f96-e349-4073-807d-9d3c92300872,10/04/2018
P2S27ID629.digested.trimmed.fq.gz,P2S27ID629,5,NA,NA,NA,NA,NA,NA,NA
P2S28ID607.digested.trimmed.fq.gz,P2S28ID607,1,Domestic,607,Dimoye,6.1373219,38.19947597,8b3cb20c-10fd-41c4-8cf4-0316c66bde65,04/04/2018
P2S29ID694.digested.trimmed.fq.gz,P2S29ID694,1,Domestic,694,Genna red,6.885518719,38.45734176,78e709fd-bc13-4cdb-b11e-6a217c8d84ef,21/03/2018
P2S2ID380.digested.trimmed.fq.gz,P2S2ID380,1,Domestic,380,Ganticha,6.769625478,38.43643699,ff4faf60-610d-4bfd-946f-7ac04860c5d2,02/04/2018
P2S30ID105.digested.trimmed.fq.gz,P2S30ID105,1,Domestic,105,Kulle,6.938226907,38.52489494,6c091d28-b41b-4156-9b4d-f847f68e59de,20/03/2018
P2S31ID682.digested.trimmed.fq.gz,P2S31ID682,1,Domestic,682,Maziya,6.779074386,37.76861483,7596b9e7-27ca-4a7c-987f-426956b161e2,10/04/2018
P2S32ID684.digested.trimmed.fq.gz,P2S32ID684,1,Domestic,708,Bole,7.050234839,37.9306831,ac78f610-736e-463b-9bde-5394f84230ed,17/04/2018
P2S33ID633.digested.trimmed.fq.gz,P2S33ID633,1,Domestic,663,Katane,6.779472263,37.76834231,7596b9e7-27ca-4a7c-987f-426956b161e2,10/04/2018
P2S34ID644.digested.trimmed.fq.gz,P2S34ID644,1,Domestic,644,Nakaka,6.997606312,37.73762515,08615522-8e3c-4d2b-9331-2f6d5366b4ff,10/04/2018
P2S35ID393.digested.trimmed.fq.gz,P2S35ID393,1,Domestic,393,Agena red,6.747928373,38.44697205,a4dc4088-1241-4487-8f3b-84b44990be90,02/04/2018
P2S36ID268.digested.trimmed.fq.gz,P2S36ID268,1,Domestic,268,Agena white,6.473477563,38.53980403,ac1c4caa-aceb-4ba1-ad27-1ee8ff9c9be4,23/03/2018
P2S37ID649.digested.trimmed.fq.gz,P2S37ID649,1,Domestic,649,Ankogenna,6.916057908,37.68255705,141296f3-ca95-4a8f-9736-bfa0737fbae3,10/04/2018
P2S38ID593.digested.trimmed.fq.gz,P2S38ID593,1,Domestic,593,Dinke,6.242971738,38.21072272,15275dd3-be39-49d9-862b-b752051e8516,05/04/2018
P2S39ID395.digested.trimmed.fq.gz,P2S39ID395,1,Domestic,395,Dirbo,7.197594985,37.95322617,fa37ac43-0f49-4a74-b3d2-61d6d5652d61,09/04/2018
P2S3ID350.digested.trimmed.fq.gz,P2S3ID350,1,Domestic,350,Ganticha,6.552323461,38.32291578,18ed1c18-6bc7-422f-963a-01f31d8eb050,03/04/2018
P2S40ID387.digested.trimmed.fq.gz,P2S40ID387,1,Domestic,387,Dishira,7.200975661,37.95640686,f9be1ac8-e790-4959-8e7b-0718dc3cd760,09/04/2018
P2S41ID654.digested.trimmed.fq.gz,P2S41ID654,1,Domestic,654,Fello,6.918856107,37.67684072,646eca75-ba6b-401e-9c1b-52708f37533e,10/04/2018
P2S42ID343.digested.trimmed.fq.gz,P2S42ID343,1,Domestic,523,Gadime,7.010310739,38.7212735,b9ca8a16-2856-4ca2-bc15-61e3487ccee7,20/03/2018
P2S43ID605.digested.trimmed.fq.gz,P2S43ID605,1,Domestic,605,Harame,6.137442862,38.19953563,8b3cb20c-10fd-41c4-8cf4-0316c66bde65,04/04/2018
P2S44ID662.digested.trimmed.fq.gz,P2S44ID662,1,Domestic,662,Silkante,6.776688243,37.76892052,968539a7-afbb-4a28-9377-447f5bdea1eb,01/09/2018
P2S45ID129.digested.trimmed.fq.gz,P2S45ID129,1,Domestic,129,Adara,6.938876852,38.52335214,7249d957-f586-4f8b-ba00-3f25b27e6ea1,20/03/2018
P2S46ID235.digested.trimmed.fq.gz,P2S46ID235,1,Domestic,235,Askala,6.547981531,38.50469081,638fce16-1a71-4a75-8dcc-31a118c2be75,22/03/2018
P2S47ID642.digested.trimmed.fq.gz,P2S47ID642,1,Domestic,642,Chichia,6.997509624,37.73853826,d129273e-6d5c-4342-b039-e3ab60e7f1bd,10/04/2018
P2S48ID373.digested.trimmed.fq.gz,P2S48ID373,1,Domestic,373,Dambale,6.127350571,38.20318386,26b48233-6d15-4f0b-852d-7e8e4f4f3a88,04/04/2018
P2S49ID275.digested.trimmed.fq.gz,P2S49ID275,1,Domestic,275,Gullumo,6.549068094,38.50386499,020c254f-c2bb-48d2-a9ff-95cde9fce54f,22/03/2018
P2S4ID385.digested.trimmed.fq.gz,P2S4ID385,1,Domestic,385,Ado,6.774151521,38.43834427,835c3a82-4e2d-4851-bc81-edafefc6b651,02/04/2018
P2S50ID106.digested.trimmed.fq.gz,P2S50ID106,1,Domestic,106,Kanko,7.010186505,38.72114,b9ca8a16-2856-4ca2-bc15-61e3487ccee7,25/03/2018
P2S51ID631.digested.trimmed.fq.gz,P2S51ID631,1,Domestic,631,Lembo,6.997470729,37.73809047,d129273e-6d5c-4342-b039-e3ab60e7f1bd,10/04/2018
P2S52ID546.digested.trimmed.fq.gz,P2S52ID546,1,Domestic,546,Loji,6.935029147,37.83685772,a6d80d55-9634-4d04-a672-049ff0c00e21,09/04/2018
P2S53ID563.digested.trimmed.fq.gz,P2S53ID563,1,Domestic,563,Sedisso,6.969081461,38.33826415,671d289e-e5db-46f1-9c4b-62b2623ee82c,21/03/2018
P2S54ID108.digested.trimmed.fq.gz,P2S54ID108,1,Domestic,108,Torora,7.010132076,38.7212228,b9ca8a16-2856-4ca2-bc15-61e3487ccee7,20/03/2018
P2S55ID550.digested.trimmed.fq.gz,P2S55ID550,1,Domestic,550,Adenona,6.935127766,37.83697791,a6d80d55-9634-4d04-a672-049ff0c00e21,09/04/2018
P2S56ID533.digested.trimmed.fq.gz,P2S56ID533,1,Domestic,533,Alaticho,7.047413859,38.75921452,72b7dc86-e2ba-40bf-b34d-d6109016bd27,20/03/2018
P2S57ID376.digested.trimmed.fq.gz,P2S57ID376,1,Domestic,376,Filila,6.32867681,38.27904241,afec762f-80a2-4426-806a-4bc15a7aa389,04/04/2018
P2S58ID351.digested.trimmed.fq.gz,P2S58ID351,1,Domestic,351,Medasho,6.54318836,38.32248413,526743a2-09c7-4e46-8357-b5a84f99cf6f,03/04/2018
P2S59ID110.digested.trimmed.fq.gz,P2S59ID110,1,Domestic,110,Haqudhaa,7.010171808,38.72126567,b9ca8a16-2856-4ca2-bc15-61e3487ccee7,20/03/2018
P2S5ID354.digested.trimmed.fq.gz,P2S5ID354,1,Domestic,354,Adoyo,6.64356143,38.35502826,4f146d6d-a41a-4396-acd9-d628e8172b64,03/04/2018
P2S60ID374.digested.trimmed.fq.gz,P2S60ID374,1,Domestic,374,kake,6.12806775,38.20328751,26b48233-6d15-4f0b-852d-7e8e4f4f3a88,04/04/2018
P2S61ID501.digested.trimmed.fq.gz,P2S61ID501,1,Domestic,501,Gishira,7.191168988,37.95315009,7e56a519-b417-4972-950a-d5cf1ca916c0,09/04/2018
P2S62ID590.digested.trimmed.fq.gz,P2S62ID590,1,Domestic,590,Fuga,6.253150512,38.20961334,8ebf2ef6-4036-4266-a000-162d6d8aeb83,05/04/2018
P2S63ID622.digested.trimmed.fq.gz,P2S63ID622,1,Domestic,622,Badadiya,6.893841375,37.80938441,e7f92550-41dd-4b0e-8c17-0cfea315c92b,09/04/2018
P2S64ID651.digested.trimmed.fq.gz,P2S64ID651,1,Domestic,651,Mato,6.915726745,37.68243523,141296f3-ca95-4a8f-9736-bfa0737fbae3,10/04/2018
P2S65ID504.digested.trimmed.fq.gz,P2S65ID504,1,Domestic,504,Moche,6.940214252,37.84144577,19338c42-4e25-4a8d-8e2b-7468192b1e88,09/04/2018
P2S66ID372.digested.trimmed.fq.gz,P2S66ID372,1,Domestic,372,Qorqore,6.127366356,38.20331402,26b48233-6d15-4f0b-852d-7e8e4f4f3a88,04/04/2018
P2S67ID658.digested.trimmed.fq.gz,P2S67ID658,1,Domestic,658,Sirrere,6.784176523,37.76054264,e118d6a7-7a93-4097-b8c7-5cb9e63a8bff,10/04/2018
P2S68ID396.digested.trimmed.fq.gz,P2S68ID396,1,Domestic,396,Tassa,7.191091445,37.95316564,7e56a519-b417-4972-950a-d5cf1ca916c0,09/04/2018
P2S69ID341.digested.trimmed.fq.gz,P2S69ID341,1,Domestic,341,Shawe,6.558899733,38.5267463,f44f015a-8cd9-4fcc-8322-3f21a72305d5,23/03/2018
P2S6ID355.digested.trimmed.fq.gz,P2S6ID355,1,Domestic,355,Medasho,6.474874111,38.53911087,370621f5-f997-432d-b6a5-0cfd522107ba,23/03/2018
P2S70ID548.digested.trimmed.fq.gz,P2S70ID548,1,Domestic,548,Islama,6.935031726,37.83688143,a6d80d55-9634-4d04-a672-049ff0c00e21,09/04/2018
P2S71ID639.digested.trimmed.fq.gz,P2S71ID639,1,Domestic,639,Bundua,6.91596832,37.68305428,3685d3da-7240-4469-bcff-82c79208273a,10/04/2018
P2S72ID522.digested.trimmed.fq.gz,P2S72ID522,1,Domestic,522,Bowe addo,6.985410246,38.51869566,c942b8d3-16cc-4863-a1af-e14075642206,19/03/2018
P2S73ID635.digested.trimmed.fq.gz,P2S73ID635,1,Domestic,635,Banga,6.915685583,37.68292975,3685d3da-7240-4469-bcff-82c79208273a,10/04/2018
P2S74ID645.digested.trimmed.fq.gz,P2S74ID645,1,Domestic,645,Hoye,6.892755243,37.81049256,1a5723f2-8063-49d4-9e90-02a289453bac,09/04/2018
P2S75ID626.digested.trimmed.fq.gz,P2S75ID626,1,Domestic,626,Suitye,6.892761692,37.81049114,1a5723f2-8063-49d4-9e90-02a289453bac,11/04/2018
P2S76ID345.digested.trimmed.fq.gz,P2S76ID345,1,Domestic,345,Feral_red,6.716624821,39.72970969,07241fd9-164b-456c-bcab-f0e73ff43588,29/03/2018
P2S77ID344.digested.trimmed.fq.gz,P2S77ID344,1,Domestic,344,Feral_green,6.716575105,39.72975425,07241fd9-164b-456c-bcab-f0e73ff43588,29/03/2018
P2S78ID491.digested.trimmed.fq.gz,P2S78ID491,1,Domestic,491,Mandaloka,7.350114328,37.90693296,c83bd05d-3faa-4809-8258-4d0f4b04625d,02/09/2018
P2S79IDBOSE.digested.trimmed.fq.gz,P2S79IDBOSE,5,NA,NA,NA,NA,NA,NA,NA
P2S7ID620.digested.trimmed.fq.gz,P2S7ID620,1,Domestic,620,Gefetano,6.934447784,37.83725695,4cf5f922-498e-48d9-bd3d-8d30fe63ad02,09/04/2018
P2S80IDITC1403.digested.trimmed.fq.gz,P2S80IDITC1403,5,NA,NA,NA,NA,NA,NA,NA
P2S81IDITC1072.digested.trimmed.fq.gz,P2S81IDITC1072,5,NA,NA,NA,NA,NA,NA,NA
P2S84IDADO41.digested.trimmed.fq.gz,P2S84IDADO41,5,NA,NA,NA,NA,NA,NA,NA
P2S86IDAGADE51.digested.trimmed.fq.gz,P2S86IDAGADE51,5,NA,NA,NA,NA,NA,NA,NA
P2S87IDGANTICHO45.digested.trimmed.fq.gz,P2S87IDGANTICHO45,5,NA,NA,NA,NA,NA,NA,NA
P2S88IDITC1387.digested.trimmed.fq.gz,P2S88IDITC1387,3,Outgroup,ITC1387,ITC_sample,NA,NA,,NA
P2S8ID397.digested.trimmed.fq.gz,P2S8ID397,1,Domestic,397,Kiticho,6.748079792,38.44750951,be4774a5-89d6-4d7a-8ad2-7074cb81b1f1,02/04/2018
P2S90IDESUBUM.digested.trimmed.fq.gz,P2S90IDESUBUM,3,Outgroup,P2S90IDESUBUM,Ensete superbum,NA,NA,,NA
P2S91IDEGLACUM.digested.trimmed.fq.gz,P2S91IDEGLACUM,3,Outgroup,P2S91IDEGLACUM,Ensete glaucum,NA,NA,,NA
P2S94IDLECONG1.digested.trimmed.fq.gz,P2S94IDLECONG1,3,Outgroup,P2S94IDLECONG1,Ensete lecongkietii,NA,NA,,NA
P2S95IDLECONG2.digested.trimmed.fq.gz,P2S95IDLECONG2,3,Outgroup,P2S95IDLECONG2,Ensete lecongkietii,NA,NA,,NA
P2S96IDRPSSEED1.digested.trimmed.fq.gz,P2S96IDRPSSEED1,3,Outgroup,P2S96IDRPSSEED1,E.ventricosum seedling,NA,NA,,NA
P2S9ID508.digested.trimmed.fq.gz,P2S9ID508,1,Domestic,508,Madicha,6.985311397,38.51636664,45c587e7-1563-451f-a8c6-475245a157e4,19/03/2018
P3S10ID438.digested.trimmed.fq.gz,P3S10ID438,1,Domestic_collection,438,Tetteret,NA,NA,009500f7-ff3c-40e3-8f34-f283809be47f,30/08/2018
P3S11ID440.digested.trimmed.fq.gz,P3S11ID440,1,Domestic_collection,440,Badadet,NA,NA,5f751124-079f-4c3e-829d-0c29d1697b74,30/08/2018
P3S12ID478.digested.trimmed.fq.gz,P3S12ID478,1,Domestic,478,Itine,7.374275812,37.78857482,d7b1bcdb-7124-4fdd-a344-ced31577bbe4,01/09/2018
P3S13ID471.digested.trimmed.fq.gz,P3S13ID471,1,Domestic,471,Abat merza,7.494158025,37.85768158,0a0a11d7-33d6-4a3c-9779-bc1832c49d0e,01/09/2018
P3S14ID516.digested.trimmed.fq.gz,P3S14ID516,1,Domestic,516,Ado,6.985066685,38.52442546,551dc058-a2e4-4e38-bf6a-c7de704eae8a,19/03/2018
P3S15ID243.digested.trimmed.fq.gz,P3S15ID243,1,Domestic,243,Ado,6.549062045,38.50378508,020c254f-c2bb-48d2-a9ff-95cde9fce54f,22/03/2018
P3S16ID881.digested.trimmed.fq.gz,P3S16ID881,1,Domestic,881,Anchero,8.317976033,36.43796099,dda1b3d7-3ee5-4769-9e5c-fa66bbbbaefb,24/10/2018
P3S17ID505.digested.trimmed.fq.gz,P3S17ID505,1,Domestic,505,Argama,6.940210388,37.84146518,19338c42-4e25-4a8d-8e2b-7468192b1e88,09/04/2018
P3S18ID244.digested.trimmed.fq.gz,P3S18ID244,1,Domestic,244,Beresey,8.138184291,37.79779019,6fe3212b-f328-47e5-a512-1598fedfe89f,08/02/2018
P3S19ID852.digested.trimmed.fq.gz,P3S19ID852,1,Domestic,852,Bod'a,6.191296629,37.57445595,031c0c90-0ac4-4f68-8f69-d960eaecb705,18/10/2018
P3S1IDCONTROL.digested.trimmed.fq.gz,P3S1IDCONTROL,5,NA,NA,NA,NA,NA,NA,NA
P3S20ID338.digested.trimmed.fq.gz,P3S20ID338,1,Domestic,338,Borcho,6.558690791,38.52729483,be9bedd9-a9b4-472f-814e-a2c59cb04896,23/03/2018
P3S21ID237.digested.trimmed.fq.gz,P3S21ID237,1,Domestic,237,Bullo,6.548009916,38.50473472,638fce16-1a71-4a75-8dcc-31a118c2be75,22/03/2018
P3S22ID169.digested.trimmed.fq.gz,P3S22ID169,1,Domestic,169,Buserate,8.36277601,37.81615415,a5bce1c6-b257-4e3a-ab25-b5cf3f70d66a,02/02/2018
P3S23ID840.digested.trimmed.fq.gz,P3S23ID840,1,Domestic,840,Chamesa,5.940710523,37.28936324,2d4e5d28-ced9-4bd9-a3b1-155a3701358b,19/10/2018
P3S24ID834.digested.trimmed.fq.gz,P3S24ID834,1,Domestic,834,Chamo,6.22188646,37.55800935,37a84422-f082-42a7-b827-527803366a93,18/10/2018
P3S25ID449.digested.trimmed.fq.gz,P3S25ID449,1,Domestic,449,Feleke,6.462969973,37.62112874,01bbe871-b527-4d2e-9b79-90d67da84a15,17/10/2018
P3S26ID695.digested.trimmed.fq.gz,P3S26ID695,1,Domestic,695,Genna white,6.885457768,38.45728414,78e709fd-bc13-4cdb-b11e-6a217c8d84ef,21/03/2018
P3S27ID112.digested.trimmed.fq.gz,P3S27ID112,1,Domestic,112,Haho,7.010117513,38.72123397,b9ca8a16-2856-4ca2-bc15-61e3487ccee7,20/03/2018
P3S28ID843.digested.trimmed.fq.gz,P3S28ID843,1,Domestic,843,Halako,5.94061736,37.28940155,2d4e5d28-ced9-4bd9-a3b1-155a3701358b,19/10/2018
P3S29ID15.digested.trimmed.fq.gz,P3S29ID15,4,Wild,15,Wild_domestic-tree,6.536185,35.48835,b63372bc-9dfa-4c2d-aedb-99754fd6592d,NA
P3S2ID439.digested.trimmed.fq.gz,P3S2ID439,1,Domestic_collection,439,Separa,NA,NA,0db23c37-0df2-458c-97c7-6dfae2786a7f,26/10/2018
P3S30ID109.digested.trimmed.fq.gz,P3S30ID109,1,Domestic,109,Botate,7.010158022,38.7212681,b9ca8a16-2856-4ca2-bc15-61e3487ccee7,20/03/2018
P3S31ID182.digested.trimmed.fq.gz,P3S31ID182,1,Domestic,182,Hambat,8.434779611,37.92695708,99850570-c383-416f-8586-7f8a1c87f0e1,31/01/2018
P3S32ID348.digested.trimmed.fq.gz,P3S32ID348,1,Domestic,348,Hekeche,6.661104086,38.35207005,e10349b7-bada-4a63-9fea-c82b0f87800e,03/04/2018
P3S33ID479.digested.trimmed.fq.gz,P3S33ID479,1,Domestic,479,Balaka,7.373997682,37.78865294,d7b1bcdb-7124-4fdd-a344-ced31577bbe4,01/09/2018
P3S34ID867.digested.trimmed.fq.gz,P3S34ID867,1,Domestic,867,Akatonke,6.016449632,37.26892448,13e31565-4049-474c-a1eb-1cc8c39f9461,20/10/2018
P3S35ID829.digested.trimmed.fq.gz,P3S35ID829,1,Domestic,829,Ambaro,5.940563595,37.28853649,2b7365af-2fb7-430c-9508-7ec53144eca4,19/10/2018
P3S36ID480.digested.trimmed.fq.gz,P3S36ID480,1,Domestic,480,Lekaka,7.373615893,37.78957152,eac602af-480f-4f64-bcc0-29c62fe349b2,01/09/2018
P3S37ID267.digested.trimmed.fq.gz,P3S37ID267,1,Domestic,267,Lemicho,6.474820444,38.53908673,370621f5-f997-432d-b6a5-0cfd522107ba,23/03/2018
P3S38ID487.digested.trimmed.fq.gz,P3S38ID487,1,Domestic,487,Liso,5.940579381,37.28859713,2b7365af-2fb7-430c-9508-7ec53144eca4,19/10/2018
P3S39ID844.digested.trimmed.fq.gz,P3S39ID844,1,Domestic,844,Mallo,5.940652997,37.28946765,2d4e5d28-ced9-4bd9-a3b1-155a3701358b,19/10/2018
P3S3ID442.digested.trimmed.fq.gz,P3S3ID442,1,Domestic_collection,442,Deree,NA,NA,ae583e5c-562c-4a07-9fa8-a060d1d4c201,26/10/2018
P3S40ID185.digested.trimmed.fq.gz,P3S40ID185,1,Domestic,185,Ayshakit,8.432889283,37.92439322,2e3207eb-22dd-47ca-b600-12f2657cc618,31/01/2018
P3S41ID813.digested.trimmed.fq.gz,P3S41ID813,1,Domestic,813,Massa,6.491203438,37.64968731,acfe5f4a-7d1d-4c67-b391-b163e7813e4e,17/10/2018
P3S42ID452.digested.trimmed.fq.gz,P3S42ID452,1,Domestic,452,Maze,6.491159506,37.64962217,acfe5f4a-7d1d-4c67-b391-b163e7813e4e,17/10/2018
P3S43ID623.digested.trimmed.fq.gz,P3S43ID623,1,Domestic,623,Maze,6.893825228,37.80938922,e7f92550-41dd-4b0e-8c17-0cfea315c92b,09/04/2018
P3S44ID850.digested.trimmed.fq.gz,P3S44ID850,1,Domestic,850,Maze,6.190259765,37.57394535,47c99cb7-c913-4e49-816b-60fd131e8f07,18/10/2018
P3S45ID864.digested.trimmed.fq.gz,P3S45ID864,1,Domestic,864,Mazia,7.032507309,37.22038505,5d7ce9dd-51c6-46e7-9bb5-80c996b03c5d,23/10/2018
P3S46ID282.digested.trimmed.fq.gz,P3S46ID282,1,Domestic,282,Mundarare,6.548058671,38.50473728,638fce16-1a71-4a75-8dcc-31a118c2be75,22/03/2018
P3S47ID893.digested.trimmed.fq.gz,P3S47ID893,1,Domestic,893,Nobo,7.933580825,36.51318556,c6b997b2-95b1-4b8b-89e3-a15fbeb4303e,24/10/2018
P3S48ID460.digested.trimmed.fq.gz,P3S48ID460,1,Domestic,460,Oniya,7.653874247,37.88928348,506ae125-fa6a-402a-8a32-9b4abebfb5e3,31/08/2018
P3S49ID369.digested.trimmed.fq.gz,P3S49ID369,1,Domestic,369,Orete,8.108021342,37.95024284,749dde38-b687-449f-b573-a86c2d295845,04/02/2018
P3S4ID441.digested.trimmed.fq.gz,P3S4ID441,1,Domestic_collection,441,Agade,NA,NA,e60f169f-c12c-4f1d-b788-307b2d3ac4f5,26/10/2018
P3S50ID838.digested.trimmed.fq.gz,P3S50ID838,1,Domestic,838,Pelo,6.219623023,37.56793806,433c9408-563e-4afe-bcb0-1002a1d7b7bd,18/10/2018
P3S51ID701.digested.trimmed.fq.gz,P3S51ID701,1,Domestic,701,Borbodicho,6.979614761,38.55202975,8a3a53a9-27df-40c2-8510-110d024c18b7,21/03/2018
P3S52ID824.digested.trimmed.fq.gz,P3S52ID824,1,Domestic,824,Sassa,5.94086967,37.2893566,2d4e5d28-ced9-4bd9-a3b1-155a3701358b,19/10/2018
P3S53ID529.digested.trimmed.fq.gz,P3S53ID529,1,Domestic,529,Bulancho,7.017496172,38.7265672,8b6c2aa5-81bc-40a8-9e73-d46d9fbe6214,20/03/2018
P3S54ID698.digested.trimmed.fq.gz,P3S54ID698,1,Domestic,698,Separa,6.88531295,38.45736356,78e709fd-bc13-4cdb-b11e-6a217c8d84ef,21/03/2018
P3S55ID841.digested.trimmed.fq.gz,P3S55ID841,1,Domestic,841,Sinayso,5.940890921,37.28937135,2d4e5d28-ced9-4bd9-a3b1-155a3701358b,19/10/2018
P3S56ID466.digested.trimmed.fq.gz,P3S56ID466,1,Domestic,466,Siskela,7.653904517,37.8892555,506ae125-fa6a-402a-8a32-9b4abebfb5e3,31/08/2018
P3S57ID319.digested.trimmed.fq.gz,P3S57ID319,1,Domestic,319,Tagadet,7.98968073,37.87450732,56f77204-2e8c-4998-a14a-272eada2e588,07/02/2018
P3S58ID079.digested.trimmed.fq.gz,P3S58ID079,1,Domestic,79,Dare,8.506388641,38.00035547,0749c4bb-5692-49d2-b97a-4282ee581d33,25/01/2018
P3S59ID911.digested.trimmed.fq.gz,P3S59ID911,1,Domestic,911,Unknown green,9.018652539,37.40794217,5f2b93da-c36d-4c63-ba7d-80fb64535b5e,25/10/2018
P3S5ID467.digested.trimmed.fq.gz,P3S5ID467,1,Domestic_collection,467,Yefurenzir,NA,NA,0aee20c9-b025-436c-a0d2-31858b2f00f3,30/08/2018
P3S60ID912.digested.trimmed.fq.gz,P3S60ID912,1,Domestic,912,Unknown red,9.018642897,37.4079069,5f2b93da-c36d-4c63-ba7d-80fb64535b5e,25/10/2018
P3S61ID553.digested.trimmed.fq.gz,P3S61ID553,1,Domestic,553,Unknown red,7.024313461,39.98003245,b276bce7-1fd1-45cd-8927-7d9c6275f441,25/03/2018
P3S62ID554.digested.trimmed.fq.gz,P3S62ID554,1,Domestic,554,Unknown green,7.024346413,39.98003124,b276bce7-1fd1-45cd-8927-7d9c6275f441,25/03/2018
